city,lat,lng
verê,-25.88139,-52.90778
veranópolis,-28.93611,-51.54944
ventania,-24.24583,-50.24278
venda nova do imigrante,-20.32693,-41.13427
wenceslau braz,-23.87389,-49.80278
venâncio aires,-29.60639,-52.19194
vazante,-17.98694,-46.90778
vassouras,-22.40389,-43.6625
sentinela do sul,-30.6124,-51.58123
varzelândia,-15.70139,-44.0275
varzedo,-12.97167,-39.39389
várzea paulista,-23.21139,-46.82833
várzea nova,-11.25552,-40.9469
várzea do poço,-11.52917,-40.32028
várzea da palma,-17.5976,-44.73367
varre-sai,-20.93111,-41.86861
varjão,-17.04528,-49.63111
varginha,-21.55139,-45.43028
vargem grande do sul,-21.83222,-46.89361
várzea da roça,-11.60667,-40.13722
vargem bonita,-20.32667,-46.36611
vargem alta,-20.67139,-41.00694
vargem alegre,-19.60833,-42.29833
vargem,-22.88889,-46.41361
wanderley,-12.12,-43.8875
valparaíso,-21.22778,-50.86833
valinhos,-22.97056,-46.99583
valério,-11.63333,-48.23333
valentim gentil,-20.42222,-50.0875
valente,-11.41222,-39.46194
valença,-22.24556,-43.70028
vacaria,-28.51222,-50.93389
utinga,-12.08167,-41.09444
urutaí,-17.46361,-48.20167
urussanga,-28.51778,-49.32083
urupês,-21.20167,-49.29
urupema,-27.95278,-49.87306
uruguaiana,-29.75472,-57.08833
urucuia,-16.1325,-45.74222
uruçuca,-14.59306,-39.28444
urucânia,-20.35083,-42.73944
urubici,-28.015,-49.59167
uruana,-15.5036,-49.68266
uruaçu,-14.52472,-49.14083
uru,-21.78389,-49.28083
urânia,-20.24611,-50.64306
urandi,-14.77139,-42.655
uraí,-23.1975,-50.79639
unistalda,-29.04722,-55.15028
uniflor,-23.08694,-52.15722
nova união,-19.6879,-43.58335
união da vitória,-26.23,-51.08639
união paulista,-20.88824,-49.89815
unaí,-16.3575,-46.90611
una,-15.29333,-39.07528
umuarama,-23.76639,-53.325
umburatiba,-17.25583,-40.57278
umburanas,-10.73278,-41.32639
umbaúba,-11.38333,-37.65778
uibaí,-11.33694,-42.1325
uchoa,-20.95278,-49.17472
ubiretama,-28.04611,-54.68056
ubirajara,-22.52667,-49.66306
uberlândia,-18.91861,-48.27722
uberaba,-19.74833,-47.93194
ubatuba,-23.43389,-45.07111
ubatã,-14.20906,-39.52641
ubarana,-21.16556,-49.7175
ubaporanga,-19.63528,-42.10556
ubaitaba,-14.3125,-39.32333
ubaíra,-13.26806,-39.66278
ubaí,-16.28528,-44.77806
ubá,-21.12,-42.94278
turvo,-28.92611,-49.67917
turvânia,-16.61444,-50.13417
turmalina,-20.05167,-50.47611
turiúba,-20.94919,-50.10774
tupi paulista,-21.38111,-51.57056
boa vista do tupim,-12.6623,-40.60652
tuparendi,-27.75639,-54.48167
tupandi,-29.47639,-51.42111
tupanciretã,-29.08056,-53.83583
tupaciguara,-18.59222,-48.705
tupã,-21.93472,-50.51361
tuneiras do oeste,-23.87056,-52.87611
tunas,-29.10306,-52.95611
tumiritinga,-18.97917,-41.64528
tuiuti,-22.81639,-46.69361
tucuruvi,-23.47544,-46.60609
tucunduva,-27.65694,-54.44028
tucano,-10.95817,-38.79084
tubarão,-28.46667,-49.00694
trombudo central,-27.29917,-49.79028
vale do sol,-29.60817,-52.6818
trombas,-13.50861,-48.74
novo triunfo,-10.33503,-38.4201
david canabarro,-28.38881,-51.84703
trindade do sul,-27.52104,-52.89495
treze tílias,-27.00167,-51.40639
treze de maio,-28.55889,-49.14778
santo antônio das missões,-28.51069,-55.22726
treviso,-28.51556,-49.4575
três rios,-22.11667,-43.20917
três ranchos,-18.35389,-47.7825
três pontas,-21.36667,-45.5125
três passos,-27.45556,-53.93194
três lagoas,-20.78765,-51.70338
três fronteiras,-20.235,-50.89028
três de maio,-27.77333,-54.24
três coroas,-29.51694,-50.77778
três corações,-21.69694,-45.25333
três cachoeiras,-29.45556,-49.92444
três barras,-26.10639,-50.32222
três barras do paraná,-25.42166,-53.18304
três arroios,-27.49806,-52.14889
tremembé,-22.95833,-45.54944
tremedal,-14.97583,-41.41083
amélia rodrigues,-12.39904,-38.75519
tramandaí,-29.98472,-50.13361
trajano de morais,-22.06333,-42.06639
trabiju,-22.04167,-48.33556
torrinha,-22.42611,-48.16917
torres,-29.33528,-49.72694
torre de pedra,-23.24444,-48.19472
toropi,-29.47833,-54.22806
torixoreu,-16.19944,-52.55556
tombos,-20.90472,-42.02278
tomazina,-23.77833,-49.94972
tomar do geru,-11.37333,-37.84056
tocos do moji,-22.37056,-46.09556
tocantins,-21.175,-43.01778
tobias barreto,-11.18389,-37.99833
tiros,-19.00389,-45.96444
itaguaçu da bahia,-11.01299,-42.39859
tiradentes do sul,-27.39439,-54.08654
tiradentes,-21.11028,-44.17806
timóteo,-19.58106,-42.64953
timburi,-23.20528,-49.60667
timbó,-26.82333,-49.27167
timbé do sul,-28.83161,-49.84575
tijucas do sul,-25.92842,-49.18008
tijucas,-27.24139,-48.63361
presidente kubitschek,-18.61518,-43.56169
tietê,-23.10194,-47.71472
tibagi,-24.50944,-50.41361
teutônia,-29.44806,-51.80639
tesouro,-16.07917,-53.5525
terra roxa,-23.85571,-50.0314
terra rica,-22.72643,-52.6202
terra preta,-22.63333,-47.05
terra de areia,-29.58528,-50.07083
terra boa,-23.76806,-52.44417
teresópolis,-22.4167,-42.97822
santa terezinha de goiás,-14.43783,-49.70706
terenos,-20.44222,-54.86028
teófilo otoni,-17.8575,-41.50528
teodoro sampaio,-22.5325,-52.1675
tenente portela,-27.37111,-53.75833
telêmaco borba,-24.32389,-50.61556
tejupá,-23.34278,-49.37639
teixeira soares,-25.36833,-50.46056
teixeiras,-20.65111,-42.85667
taubaté,-23.02639,-45.55528
tatuí,-23.35556,-47.85694
tarumirim,-19.28083,-42.00667
tarumã,-22.74667,-50.57722
tarabai,-22.3025,-51.55917
taquarivaí,-23.92444,-48.69306
taquarituba,-23.53306,-49.24444
taquaritinga,-21.40611,-48.50472
taquari,-29.79972,-51.86444
alto taquari,-17.83614,-53.28247
taquaral,-21.07194,-48.41028
taquaral de goiás,-16.05369,-49.60312
taquaruçu do sul,-27.39991,-53.46748
taquaraçu de minas,-19.67005,-43.68858
taquara,-29.65056,-50.78056
tapiratiba,-21.46833,-46.74861
tapiramutá,-11.84722,-40.79139
tapiraí,-23.96361,-47.50722
baianópolis,-12.30754,-44.53923
tapira,-19.92222,-46.82306
tapes,-30.67333,-51.39583
tapera,-28.62611,-52.87
tapejara,-28.06806,-52.01389
taparuba,-19.75861,-41.61556
teresina de goiás,-13.77727,-47.26319
tanquinho,-11.97861,-39.10389
tanque novo,-13.54639,-42.49139
tanhaçu,-14.02139,-41.24806
tanguá,-22.73028,-42.71417
tanabi,-20.62639,-49.64917
tamboara,-23.19978,-52.5004
tambaú,-21.705,-47.27444
tamarana,-23.72333,-51.09722
taiúva,-21.12389,-48.45167
taipas do tocantins,-12.18833,-46.98861
taiobeiras,-15.80778,-42.23306
taió,-27.11639,-49.99806
taiaçu,-21.14444,-48.5125
taguatinga,-12.40389,-46.43611
taguaí,-23.45194,-49.40889
tacuru,-23.6325,-55.01583
taciba,-22.38972,-51.28472
tabuleiro,-21.35889,-43.24778
tabocas do brejo velho,-12.70358,-44.00959
taboão da serra,-23.62611,-46.79167
tabatinga,-21.73655,-48.68566
tabapuã,-20.96417,-49.03167
tabaí,-29.64306,-51.68222
suzano,-23.5425,-46.31083
sumidouro,-22.04972,-42.67472
sumaré,-22.82194,-47.26694
sulina,-25.70194,-52.72222
sud mennucci,-20.69083,-50.92389
souzas,-22.87917,-46.96444
sorocaba,-23.50167,-47.45806
sombrio,-29.11389,-49.61667
soledade de minas,-22.06,-45.045
socorro,-22.59139,-46.52889
sobrália,-19.23472,-42.09833
sítio do quinto,-10.36565,-38.2028
sítio do mato,-13.08472,-43.46528
sítio dabadia,-14.80528,-46.25306
siriri,-10.60389,-37.11278
siqueira campos,-23.68889,-49.83389
sinimbu,-29.53861,-52.52167
simonésia,-20.12389,-42.00139
simão pereira,-21.96361,-43.31194
simão dias,-10.73833,-37.81111
silvianópolis,-22.02944,-45.835
silveiras,-22.66444,-44.85278
silveirânia,-21.15889,-43.21528
silveira martins,-29.6425,-53.58556
silvânia,-16.66663,-48.61252
silva jardim,-22.65083,-42.39167
sidrolândia,-20.93194,-54.96139
siderópolis,-28.59778,-49.42444
severínia,-20.80944,-48.80278
sete lagoas,-19.46583,-44.24667
sete de setembro,-28.13111,-54.46333
sete barras,-24.38778,-47.92556
sertãozinho,-21.13778,-47.99028
sertão santana,-30.46028,-51.60333
sertão,-27.97972,-52.25972
sertanópolis,-23.05861,-51.03639
sertaneja,-23.03697,-50.81709
serrolândia,-11.41583,-40.30167
serro,-18.60472,-43.37944
serra preta,-12.16028,-39.33167
serranos,-21.89028,-44.51
serranópolis,-18.30611,-51.96222
serranópolis de minas,-15.81143,-42.87099
serrania,-21.54806,-46.03972
serra negra,-22.61222,-46.70056
serrana,-21.21139,-47.59556
serra do salitre,-19.11139,-46.68972
serra dos aimorés,-17.7825,-40.2475
serra azul,-21.31083,-47.56556
serra,-20.12861,-40.30778
seropédica,-22.74389,-43.7075
seritinga,-21.90917,-44.51917
sério,-29.38333,-52.26861
sericita,-20.47389,-42.48194
serafina corrêa,-28.71167,-51.935
senhor do bonfim,-10.46139,-40.18944
senhora dos remédios,-21.02806,-43.5825
senhora do porto,-18.89222,-43.08417
senhora de oliveira,-20.79389,-43.34444
sengés,-24.11335,-49.46315
senador josé bento,-22.16444,-46.17889
senador firmino,-20.91194,-43.09667
senador cortes,-21.80056,-42.94556
senador canedo,-16.70806,-49.09306
senador amaral,-22.58722,-46.17667
sem-peixe,-20.10917,-42.83944
selbach,-28.62861,-52.9525
foz do jordão,-25.73715,-52.11844
segrêdo,-12.01477,-41.66952
sede nova,-27.63472,-53.94556
seberi,-27.47806,-53.4025
sebastianópolis do sul,-20.655,-49.92111
seara,-27.14944,-52.31056
seabra,-12.41713,-41.77049
schroeder,-26.4125,-49.07306
saúde,-10.94111,-40.41889
saudades,-26.92417,-53.00306
saubara,-12.7375,-38.76861
sátiro dias,-11.60389,-38.58313
sarzedo,-20.03528,-44.14472
sarutaiá,-23.27306,-49.48028
sardoá,-18.78361,-42.365
sarapuí,-23.64056,-47.82472
sarandi,-27.94389,-52.92306
saquarema,-22.89889,-42.46985
sapucaí-mirim,-22.74778,-45.7425
sapucaia do sul,-29.81782,-51.14551
sapucaia,-21.995,-42.91444
sapopema,-23.91083,-50.58028
sapiranga,-29.63806,-51.00694
sapeaçu,-12.7275,-39.18194
são vicente de minas,-21.7125,-44.44417
são vendelino,-29.36889,-51.37694
são valentim do sul,-29.05097,-51.76791
são valentim,-27.55833,-52.52361
são thomé das letras,-21.72222,-44.98528
são tomás de aquino,-20.78444,-47.09806
são tiago,-20.91306,-44.50917
são simão,-21.47917,-47.55083
são sepé,-30.16056,-53.56528
são sebastião do rio verde,-22.21833,-44.97611
são sebastião do rio preto,-19.29194,-43.17389
são sebastião do passé,-12.5125,-38.49528
são sebastião do paraíso,-20.91694,-46.99139
são sebastião do maranhão,-18.08444,-42.57139
são sebastião do caí,-29.58667,-51.37556
são sebastião do alto,-21.95722,-42.13472
são sebastião da grama,-21.71056,-46.82083
são sebastião da bela vista,-22.15917,-45.75417
são sebastião da amoreira,-23.46528,-50.76111
são roque,-23.52917,-47.13528
são roque do canaã,-19.7393,-40.65784
são romão,-16.36861,-45.06944
são pedro do turvo,-22.74694,-49.73972
são pedro do sul,-29.62056,-54.17889
são pedro do suaçuí,-18.36583,-42.6025
são pedro dos ferros,-20.17028,-42.52389
são pedro do ivaí,-23.86528,-51.85639
dom pedro de alcântara,-29.36944,-49.84972
são pedro de alcântara,-27.56611,-48.80528
são pedro da união,-21.12667,-46.61528
são pedro da cipa,-16.00056,-54.92139
são pedro da aldeia,-22.83917,-42.10278
são paulo,-23.5475,-46.63611
são nicolau,-28.1825,-55.26722
são miguel do iguaçu,-25.34806,-54.23778
são miguel d'oeste,-26.72528,-53.51806
são miguel do araguaia,-13.275,-50.16278
são miguel do anta,-20.70722,-42.71889
são miguel das missões,-28.56278,-54.55417
são miguel das matas,-13.04778,-39.45556
são miguel arcanjo,-23.87833,-47.99722
são miguel do passa quatro,-17.05747,-48.66395
são mateus do sul,-25.87417,-50.38278
são mateus,-18.72011,-39.85891
são martinho da serra,-29.53358,-53.85429
são martinho,-27.70722,-53.96861
são marcos,-28.97111,-51.06806
são manuel,-22.73111,-48.57056
são luiz gonzaga,-28.40833,-54.96083
são luís do paraitinga,-23.22167,-45.31
são luís de montes belos,-16.525,-50.37222
são lourenço do sul,-31.36528,-51.97833
são lourenço do oeste,-26.35917,-52.85111
são lourenço da serra,-23.8525,-46.9425
são lourenço,-22.11639,-45.05444
são leopoldo,-29.76028,-51.14722
são josé dos pinhais,-25.5302,-49.20836
são josé dos campos,-23.17944,-45.88694
são josé do vale do rio preto,-22.15214,-42.92335
são josé do rio preto,-20.81972,-49.37944
são josé do rio pardo,-21.59556,-46.88861
são josé do ouro,-27.76944,-51.59444
são josé do norte,-32.01472,-52.04167
são josé do mantimento,-20.00528,-41.74472
são josé do jacuri,-18.27528,-42.67028
são josé do jacuípe,-11.50389,-40.02222
são josé do inhacorá,-27.72472,-54.12917
são josé do hortêncio,-29.53056,-51.24806
são josé do goiabal,-19.92861,-42.705
são josé do herval,-29.04417,-52.29528
são josé do cerrito,-27.66306,-50.58
são josé do cedro,-26.455,-53.49417
são josé do calçado,-21.02528,-41.65444
são josé do barreiro,-22.645,-44.57778
são josé do alegre,-22.32861,-45.52639
são josé de ubá,-21.3575,-41.9425
são josé da varginha,-19.70972,-44.55694
são josé da safira,-18.32444,-42.14333
são josé da boa vista,-23.91583,-49.65222
são josé da bela vista,-20.59306,-47.64
são josé da barra,-20.71806,-46.31139
são josé,-28.21344,-49.16383
são josé das missões,-27.77733,-53.11711
são josé da vitória,-15.08104,-39.33832
são jorge do ivaí,-23.43278,-52.29306
são jorge d'oeste,-25.70556,-52.91833
são jorge,-28.50056,-51.70361
são joaquim de bicas,-20.04917,-44.27389
são joaquim da barra,-20.58139,-47.85472
são joaquim,-28.29389,-49.93167
são joão nepomuceno,-21.54,-43.01056
são joão evangelista,-18.54778,-42.76333
são joão do triunfo,-25.68333,-50.29722
são joão do pau d'alho,-21.26806,-51.66583
são joão do paraíso,-15.31361,-42.01444
são joão do pacuí,-16.54194,-44.51611
são joão do oriente,-19.33861,-42.15778
são joão do manhuaçu,-20.39361,-42.15139
são joão do caiuá,-22.85194,-52.33694
são joão de meriti,-22.80389,-43.37222
são joão do manteninha,-18.72139,-41.16028
são joão del rei,-21.13556,-44.26167
são joão de iracema,-20.51333,-50.35222
são joão da urtiga,-27.82028,-51.8275
são joão das duas pontes,-20.38944,-50.37806
são joão da ponte,-15.92917,-44.00778
são joão do ivaí,-23.99376,-51.8188
são joão da mata,-21.93,-45.92889
são joão da lagoa,-16.85306,-44.35194
são joão da boa vista,-21.96917,-46.79806
são joão da barra,-21.64028,-41.05111
são joão d'aliança,-14.70556,-47.52472
são joão batista do glória,-20.64139,-46.50556
são joão do oeste,-27.09905,-53.59203
são jerônimo da serra,-23.7159,-50.74147
são jerônimo,-29.95917,-51.72222
são gotardo,-19.31111,-46.04889
são gonçalo dos campos,-12.43394,-38.95057
são gonçalo do sapucaí,-21.89222,-45.59528
são gonçalo do rio abaixo,-19.82611,-43.36222
são gonçalo do pará,-19.98278,-44.85889
são gonçalo do abaeté,-18.33833,-45.83333
são gonçalo,-22.82694,-43.05389
são geraldo do baixio,-18.9,-41.36
são geraldo da piedade,-18.83611,-42.28806
são geraldo,-20.92416,-42.83462
são gabriel,-30.33639,-54.32
são gabriel da palha,-19.01809,-40.5373
são francisco do sul,-26.24333,-48.63806
são francisco do glória,-20.78944,-42.2675
são francisco do conde,-12.6275,-38.68
são francisco de sales,-19.86278,-49.77417
são francisco de paula,-29.44806,-50.58361
são francisco de goiás,-15.93056,-49.26111
são francisco de assis,-29.55028,-55.13111
são felipe,-12.84722,-39.08944
são fidélis,-21.64611,-41.74694
são félix de minas,-18.59078,-41.488
são félix,-12.60472,-38.97222
são domingos do sul,-28.53083,-51.88778
são domingos do prata,-19.865,-42.96833
são domingos do norte,-19.14455,-40.62213
são desidério,-12.36333,-44.97333
são cristóvão,-11.01472,-37.20639
são carlos do ivaí,-23.31528,-52.47583
são carlos,-27.0775,-53.00389
são caetano do sul,-23.62306,-46.55111
são brás do suaçuí,-20.625,-43.94917
são brás,-10.12778,-36.90056
são borja,-28.66056,-56.00444
são bonifácio,-27.90139,-48.92917
são bernardo do campo,-23.69389,-46.565
são bento do sul,-26.25028,-49.37861
são bento do sapucaí,-22.68889,-45.73083
santos dumont,-21.45667,-43.5525
santos,-23.96083,-46.33361
santo inácio,-22.69778,-51.79389
santo hipólito,-18.29694,-44.22306
santo expedito,-21.85056,-51.39222
santo estêvão,-12.43028,-39.25139
santo cristo,-27.82389,-54.66278
santo augusto,-27.85083,-53.77722
santo antônio do sudoeste,-26.07361,-53.72528
santo antônio do rio abaixo,-19.22833,-43.25389
santo antônio do pinhal,-22.82722,-45.6625
santo antônio do paraíso,-23.49361,-50.64556
santo antônio do monte,-20.08722,-45.29361
santo antônio do leverger,-15.86556,-56.07667
santo antônio do jardim,-22.11505,-46.68357
santo antônio do jacinto,-16.53389,-40.17583
santo antônio do itambé,-18.46583,-43.30667
santo antônio do grama,-20.31444,-42.60861
santo antônio do caiuá,-22.73472,-52.34222
santo antônio do amparo,-20.94639,-44.91889
santo antônio de posse,-22.60611,-46.91944
santo antônio de pádua,-21.53944,-42.18028
santo antônio de jesus,-12.96889,-39.26139
santo antônio da platina,-23.295,-50.07722
santo antônio da alegria,-21.08694,-47.15111
santo antônio da patrulha,-29.8175,-50.51972
santo ângelo,-28.29917,-54.26306
santo amaro das brotas,-10.78889,-37.05444
santo amaro da imperatriz,-27.68806,-48.77861
santo amaro,-23.64542,-46.70394
santiago,-29.19167,-54.86722
santa vitória do palmar,-33.51889,-53.36806
santa vitória,-18.83861,-50.12139
santa terezinha,-12.77194,-39.52333
santa tereza,-29.16889,-51.73528
santa tereza do oeste,-25.05312,-53.61712
santa teresa,-19.93556,-40.60028
santa tereza de goiás,-13.71786,-49.01617
santa rosa de viterbo,-21.47278,-47.36306
santa rosa de lima,-10.64639,-37.19389
nova santa rosa,-24.46712,-53.95425
santa rosa do tocantins,-11.44889,-48.12056
santa rita do sapucaí,-22.25222,-45.70333
ritápolis,-21.02563,-44.32373
santa rita do passa quatro,-21.71028,-47.47806
santa rita do itueto,-19.35972,-41.38
santa rita d'oeste,-20.14361,-50.83
santa rita do araguaia,-17.32556,-53.20528
santa rita de jacutinga,-22.14944,-44.095
santa rita de caldas,-22.02861,-46.33667
nova santa rita,-29.8522,-51.27696
santa rita de minas,-19.87432,-42.13221
santanópolis,-12.02494,-38.8657
santana dos montes,-20.78778,-43.69167
santana do paraíso,-19.36361,-42.56861
santana do manhuaçu,-20.1075,-41.92528
sant'ana do livramento,-30.89083,-55.53278
santana do jacaré,-20.89778,-45.13083
santana do itararé,-23.755,-49.62917
santana do garambéu,-21.60139,-44.10444
santana do deserto,-21.95,-43.16639
santana de pirapama,-19.00611,-44.04306
santana de parnaíba,-23.44417,-46.91778
santana de cataguases,-21.28722,-42.55722
santana da vargem,-21.24917,-45.50667
santana da ponte pensa,-20.25306,-50.79722
santana da boa vista,-30.87194,-53.11528
santa mercedes,-21.35083,-51.75528
santa mariana,-23.15083,-50.51861
santa maria madalena,-21.95528,-42.00806
santa maria do suaçuí,-18.19028,-42.41417
santa maria do salto,-16.24889,-40.14944
santa maria do herval,-29.49806,-50.99278
santa maria de itabira,-19.44944,-43.1125
santa maria da vitória,-13.38814,-44.19868
santa maria da serra,-22.56722,-48.16056
santa margarida,-20.38389,-42.25056
santa luzia do itanhy,-11.35525,-37.44943
santaluz,-11.25583,-39.37472
santa lúcia,-21.685,-48.08417
santa leopoldina,-20.10056,-40.52972
santa juliana,-19.30861,-47.52528
santa isabel do ivaí,-23.00278,-53.19667
santa helena de goiás,-17.81361,-50.59694
santa gertrudes,-22.45667,-47.53028
santa fé do sul,-20.21111,-50.92583
santa fé,-23.0375,-51.80528
santa ernestina,-21.46278,-48.39083
santa efigênia de minas,-18.82507,-42.43846
santa cruz do sul,-29.7175,-52.42583
santa cruz do rio pardo,-22.89889,-49.6325
santa cruz de monte castelo,-22.95333,-53.29722
santa cruz do escalvado,-20.23611,-42.81389
santa cruz de salinas,-16.09833,-41.74639
santa cruz de goiás,-17.31583,-48.48167
santa cruz da vitória,-14.96111,-39.81167
santa cruz das palmeiras,-21.82694,-47.24861
santa cruz da conceição,-22.14028,-47.45194
santa cruz cabrália,-16.27806,-39.02472
santa clara do sul,-29.46889,-52.0875
santa clara d'oeste,-20.09389,-50.92639
